t_ms,dt,left_delta,right_delta,ds,dtheta_enc,imu_theta,imu_dtheta,x_pred,y_pred,theta_pred,x_est,y_est,theta_est,Pxx_pred,Pyy_pred,Ptt_pred,Pxx_est,Pyy_est,Ptt_est,innovation_theta,innovation_x,innovation_y,NIS_theta,dx_update,dy_update,dtheta_update,s_robot,s_target,ex_r,ey_r,h_err,lookahead_x,lookahead_y,vx_cmd,omega_cmd,omega_pp,v_des,adaptive_lookahead
710,0.010000,0.688030,0.647162,0.667596,-0.002799,-0.007642,-0.000336,9.564618,-0.038042,-0.007632,9.564618,-0.038044,-0.007632,25.007470,25.020646,0.000284,25.007470,25.020323,0.000274,-0.000011,nan,nan,0.000000,-0.000000,-0.000002,-0.000000,9.564618,13.164618,3.599605,0.065519,0.007632,13.164618,0.000000,39.728771,0.038394,0.401693,39.801161,3.600000
720,0.010000,0.000000,0.000000,0.000000,0.000000,-0.008171,-0.000511,9.564618,-0.038044,-0.008143,9.564618,-0.038050,-0.008144,25.007570,25.020423,0.000284,25.007570,25.020123,0.000274,-0.000028,nan,nan,0.000000,-0.000000,-0.000005,-0.000001,9.564618,13.164618,3.599571,0.067368,0.008144,13.164618,0.000000,40.329990,0.040221,0.419284,40.408029,3.600000
730,0.010000,0.736657,0.695617,0.716137,-0.002811,-0.008427,-0.000261,10.280731,-0.043882,-0.008405,10.280731,-0.043887,-0.008406,25.007670,25.022487,0.000284,25.007670,25.022130,0.000273,-0.000022,nan,nan,0.000000,-0.000000,-0.000005,-0.000001,10.280731,13.880731,3.599504,0.074147,0.008406,13.880731,0.000000,40.919692,0.044351,0.468223,41.014896,3.600000
740,0.010000,0.000000,0.000000,0.000000,0.000000,-0.008802,-0.000415,10.280731,-0.043887,-0.008822,10.280731,-0.043883,-0.008821,25.007770,25.022230,0.000283,25.007770,25.021897,0.000273,0.000019,nan,nan,0.000000,0.000000,0.000004,0.000001,10.280731,13.880731,3.599473,0.075636,0.008821,13.880731,0.000000,41.520920,0.046005,0.484644,41.621763,3.600000
750,0.010000,0.707688,0.704756,0.706222,-0.000201,-0.009271,-0.000421,10.986926,-0.050113,-0.009242,10.986926,-0.050119,-0.009243,25.007870,25.024337,0.000283,25.007870,25.023947,0.000273,-0.000029,nan,nan,0.000000,-0.000000,-0.000006,-0.000001,10.986926,14.586926,3.599383,0.083390,0.009243,14.586926,0.000000,42.105019,0.050927,0.541845,42.228631,3.600000
760,0.010000,0.000000,0.000000,0.000000,0.000000,-0.009531,-0.000128,10.986926,-0.050119,-0.009371,10.986925,-0.050153,-0.009376,25.007970,25.024047,0.000283,25.007970,25.023685,0.000273,-0.000160,nan,nan,0.000003,-0.000000,-0.000034,-0.000006,10.986926,14.586926,3.599372,0.083906,0.009376,14.586926,0.000000,42.708451,0.051929,0.553006,42.835498,3.600000
770,0.010000,0.769938,0.780457,0.775197,0.000720,-0.009503,0.000101,11.762089,-0.057422,-0.009275,11.762088,-0.057475,-0.009283,25.008071,25.026475,0.000283,25.008071,25.026045,0.000273,-0.000227,nan,nan,0.000007,-0.000000,-0.000053,-0.000008,11.762088,15.362088,3.599311,0.090892,0.009283,15.362088,0.000000,43.292566,0.056192,0.607244,43.442365,3.600000
780,0.010000,0.000000,0.000000,0.000000,0.000000,-0.009451,-0.000000,11.762088,-0.057475,-0.009283,11.762088,-0.057513,-0.009289,25.008171,25.026145,0.000283,25.008171,25.025746,0.000273,-0.000168,nan,nan,0.000004,-0.000000,-0.000038,-0.000006,11.762088,15.362088,3.599311,0.090951,0.009289,15.362088,0.000000,43.897143,0.056907,0.616126,44.049233,3.600000
790,0.010000,0.798735,0.750280,0.774508,-0.003319,-0.009768,-0.000293,12.536562,-0.064707,-0.009582,12.536562,-0.064752,-0.009589,25.008271,25.028660,0.000283,25.008271,25.028191,0.000272,-0.000186,nan,nan,0.000004,-0.000000,-0.000045,-0.000007,12.536562,16.136562,3.599214,0.099269,0.009589,16.136562,0.000000,44.473407,0.062367,0.681302,44.656100,3.600000
800,0.010000,0.000000,0.000000,0.000000,0.000000,-0.009787,-0.000064,12.536562,-0.064752,-0.009653,12.536562,-0.064784,-0.009658,25.008371,25.028291,0.000282,25.008371,25.027855,0.000272,-0.000134,nan,nan,0.000002,-0.000000,-0.000031,-0.000005,12.536562,16.136562,3.599207,0.099548,0.009658,16.136562,0.000000,44.630385,0.062769,0.685627,44.814819,3.600000
810,0.010000,0.801839,0.839603,0.820721,0.002587,-0.009555,0.000165,13.357245,-0.072710,-0.009493,13.357245,-0.072726,-0.009495,25.008471,25.031072,0.000282,25.008471,25.030559,0.000272,-0.000062,nan,nan,0.000000,-0.000000,-0.000016,-0.000002,13.357245,16.957245,3.599147,0.106903,0.009495,16.957245,0.000000,44.603650,0.066653,0.735845,44.814819,3.600000
820,0.010000,0.000000,0.000000,0.000000,0.000000,-0.009385,0.000085,13.357245,-0.072726,-0.009410,13.357245,-0.072720,-0.009409,25.008571,25.030659,0.000282,25.008571,25.030182,0.000272,0.000025,nan,nan,0.000000,0.000000,0.000006,0.000001,13.357245,16.957245,3.599156,0.106587,0.009409,16.957245,0.000000,44.604979,0.066410,0.733692,44.814819,3.600000
830,0.010000,0.778905,0.801839,0.790372,0.001571,-0.009372,-0.000117,14.147582,-0.080156,-0.009526,14.147582,-0.080115,-0.009520,25.008671,25.033407,0.000282,25.008671,25.032855,0.000272,0.000154,nan,nan,0.000003,0.000000,0.000041,0.000006,14.147582,17.747582,3.599074,0.114384,0.009520,17.747582,0.000000,44.574229,0.070752,0.786820,44.814819,3.600000
840,0.010000,0.000000,0.000000,0.000000,0.000000,-0.009732,-0.000330,14.147582,-0.080115,-0.009851,14.147582,-0.080085,-0.009846,25.008771,25.032955,0.000282,25.008771,25.032443,0.000272,0.000119,nan,nan,0.000002,0.000000,0.000030,0.000004,14.147582,17.747582,3.599037,0.115527,0.009846,17.747582,0.000000,44.569063,0.071641,0.794590,44.814819,3.600000
850,0.010000,0.835120,0.800115,0.817617,-0.002398,-0.010116,-0.000357,14.965160,-0.088135,-0.010203,14.965160,-0.088111,-0.010200,25.008871,25.035893,0.000282,25.008871,25.035301,0.000272,0.000088,nan,nan,0.000001,0.000000,0.000024,0.000003,14.965160,18.565160,3.598914,0.124826,0.010200,18.565160,0.000000,44.528895,0.076986,0.857775,44.814819,3.600000
860,0.010000,0.000000,0.000000,0.000000,0.000000,-0.010775,-0.000538,14.965160,-0.088111,-0.010738,14.965160,-0.088121,-0.010739,25.008971,25.035401,0.000282,25.008971,25.034851,0.000272,-0.000037,nan,nan,0.000000,-0.000000,-0.000010,-0.000001,14.965160,18.565160,3.598846,0.126777,0.010739,18.565160,0.000000,44.519305,0.078486,0.870991,44.814819,3.600000
870,0.010000,0.860813,0.877540,0.869176,0.001146,-0.011410,-0.000671,15.834286,-0.097455,-0.011410,15.834286,-0.097455,-0.011410,25.009071,25.038647,0.000282,25.009071,25.038008,0.000272,0.000001,nan,nan,0.000000,0.000000,0.000000,0.000000,15.834286,19.434286,3.598654,0.138526,0.011410,19.434286,0.000000,44.463033,0.085397,0.950504,44.814819,3.600000
880,0.010000,0.000000,0.000000,0.000000,0.000000,-0.012222,-0.000708,15.834286,-0.097455,-0.012119,15.834286,-0.097483,-0.012123,25.009171,25.038108,0.000282,25.009171,25.037514,0.000272,-0.000103,nan,nan,0.000001,-0.000000,-0.000028,-0.000004,15.834286,19.434286,3.598554,0.141116,0.012123,19.434286,0.000000,44.448908,0.087378,0.967974,44.814819,3.600000
890,0.010000,0.969967,0.906337,0.938152,-0.004358,-0.012875,-0.000623,16.772369,-0.108856,-0.012746,16.772369,-0.108894,-0.012750,25.009272,25.041768,0.000282,25.009272,25.041072,0.000272,-0.000130,nan,nan,0.000002,-0.000000,-0.000039,-0.000005,16.772369,20.372369,3.598319,0.154786,0.012750,20.372369,0.000000,44.376429,0.095256,1.060007,44.814819,3.600000
900,0.010000,0.000000,0.000000,0.000000,0.000000,-0.013402,-0.000639,16.772369,-0.108894,-0.013390,16.772369,-0.108898,-0.013390,25.009372,25.041172,0.000282,25.009372,25.040525,0.000272,-0.000013,nan,nan,0.000000,-0.000000,-0.000004,-0.000000,16.772369,20.372369,3.598219,0.157091,0.013390,20.372369,0.000000,44.362458,0.097016,1.075454,44.814819,3.600000
910,0.010000,0.921512,0.879092,0.900302,-0.002905,-0.014037,-0.000698,17.672590,-0.120953,-0.014088,17.672590,-0.120937,-0.014086,25.009472,25.044766,0.000282,25.009472,25.044022,0.000271,0.000051,nan,nan,0.000000,0.000000,0.000016,0.000002,17.672590,21.272590,3.597939,0.171633,0.014086,21.272590,0.000000,44.277094,0.105371,1.172750,44.814819,3.600000
920,0.010000,0.000000,0.000000,0.000000,0.000000,-0.014285,-0.000373,17.672590,-0.120937,-0.014459,17.672590,-0.120886,-0.014453,25.009572,25.044122,0.000281,25.009572,25.043430,0.000271,0.000174,nan,nan,0.000004,0.000000,0.000052,0.000006,17.672590,21.272590,3.597877,0.172901,0.014453,21.272590,0.000000,44.268618,0.106346,1.181184,44.814819,3.600000
930,0.010000,0.969967,0.969967,0.969967,0.000000,-0.014408,-0.000325,18.642456,-0.134904,-0.014778,18.642457,-0.134786,-0.014764,25.009673,25.048153,0.000281,25.009673,25.047350,0.000271,0.000370,nan,nan,0.000017,0.000001,0.000118,0.000013,18.642457,22.242457,3.597618,0.187921,0.014764,22.242457,0.000000,44.173264,0.114589,1.281030,44.814819,3.600000
940,0.010000,0.000000,0.000000,0.000000,0.000000,-0.014890,-0.000394,18.642457,-0.134786,-0.015159,18.642457,-0.134703,-0.015149,25.009773,25.047450,0.000281,25.009773,25.046704,0.000271,0.000268,nan,nan,0.000009,0.000001,0.000083,0.000010,18.642457,22.242457,3.597546,0.189222,0.015149,22.242457,0.000000,44.163802,0.115592,1.289623,44.814819,3.600000
950,0.010000,0.974450,0.941169,0.957810,-0.002279,-0.015209,-0.000277,19.600157,-0.149212,-0.015426,19.600158,-0.149141,-0.015418,25.009873,25.051532,0.000281,25.009873,25.050676,0.000271,0.000217,nan,nan,0.000006,0.000001,0.000072,0.000008,19.600158,23.200158,3.597273,0.204626,0.015418,23.200158,0.000000,44.057737,0.123944,1.391262,44.814819,3.600000
960,0.010000,0.000000,0.000000,0.000000,0.000000,-0.015550,-0.000330,19.600158,-0.149141,-0.015748,19.600159,-0.149078,-0.015741,25.009973,25.050776,0.000281,25.009973,25.049979,0.000271,0.000199,nan,nan,0.000005,0.000001,0.000063,0.000007,19.600159,23.200159,3.597207,0.205726,0.015741,23.200159,0.000000,44.049122,0.124785,1.398462,44.814819,3.600000
970,0.010000,0.930651,0.941169,0.935910,0.000720,-0.015979,-0.000357,20.535953,-0.163810,-0.016098,20.535953,-0.163769,-0.016094,25.010074,25.054839,0.000281,25.010074,25.053934,0.000271,0.000119,nan,nan,0.000002,0.000000,0.000040,0.000004,20.535953,24.135953,3.596898,0.221684,0.016094,24.135953,0.000000,43.880037,0.133290,1.501157,44.763469,3.600000
980,0.010000,0.000000,0.000000,0.000000,0.000000,-0.016220,-0.000154,20.535953,-0.163769,-0.016248,20.535953,-0.163760,-0.016247,25.010174,25.054034,0.000281,25.010174,25.053193,0.000271,0.000028,nan,nan,0.000000,0.000000,0.000009,0.000001,20.535953,24.135953,3.596864,0.222227,0.016247,24.135953,0.000000,43.875499,0.133697,1.504676,44.763469,3.600000
990,0.010000,0.898750,0.977554,0.938152,0.005398,-0.016124,-0.000096,21.473981,-0.179002,-0.016343,21.473982,-0.178926,-0.016335,25.010274,25.058190,0.000281,25.010274,25.057239,0.000271,0.000219,nan,nan,0.000006,0.000001,0.000076,0.000008,21.473982,25.073982,3.596597,0.237707,0.016335,25.073982,0.000000,42.789349,0.138967,1.569650,43.777485,3.600000
1000,0.010000,0.000000,0.000000,0.000000,0.000000,-0.015966,0.000075,21.473982,-0.178926,-0.016261,21.473983,-0.178827,-0.016250,25.010374,25.057339,0.000281,25.010374,25.056455,0.000271,0.000295,nan,nan,0.000011,0.000001,0.000099,0.000011,21.473983,25.073983,3.596619,0.237302,0.016250,25.073983,0.000000,42.692392,0.138399,1.563425,43.674784,3.600000
1010,0.010000,0.991177,0.941169,0.966173,-0.003425,-0.015711,0.000266,22.440029,-0.194527,-0.015984,22.440030,-0.194430,-0.015974,25.010475,25.061726,0.000281,25.010475,25.060726,0.000271,0.000273,nan,nan,0.000009,0.000001,0.000097,0.000010,22.440030,26.040030,3.596435,0.251910,0.015974,26.040030,0.000000,41.658084,0.142656,1.619458,42.735130,3.600000
1020,0.010000,0.000000,0.000000,0.000000,0.000000,-0.015328,0.000410,22.440030,-0.194430,-0.015564,22.440031,-0.194348,-0.015556,25.010575,25.060826,0.000281,25.010575,25.059896,0.000271,0.000236,nan,nan,0.000007,0.000001,0.000081,0.000008,22.440031,26.040031,3.596541,0.250323,0.015556,26.040031,0.000000,41.471735,0.140920,1.602059,42.529728,3.600000
1030,0.010000,0.906337,0.938066,0.922201,0.002173,-0.014776,0.000490,23.362121,-0.208693,-0.015066,23.362122,-0.208588,-0.015055,25.010676,25.065041,0.000281,25.010676,25.064003,0.000271,0.000290,nan,nan,0.000011,0.000001,0.000105,0.000010,23.362122,26.962122,3.596452,0.262762,0.015055,26.962122,0.000000,40.578255,0.143980,1.645436,41.715940,3.600000
1040,0.010000,0.000000,0.000000,0.000000,0.000000,-0.014115,0.000804,23.362122,-0.208588,-0.014251,23.362122,-0.208541,-0.014246,25.010776,25.064103,0.000281,25.010776,25.063137,0.000271,0.000136,nan,nan,0.000002,0.000001,0.000048,0.000005,23.362122,26.962122,3.596664,0.259804,0.014246,26.962122,0.000000,40.304523,0.140957,1.615939,41.407839,3.600000
1050,0.010000,0.976002,1.023078,0.999540,0.003224,-0.012943,0.001156,24.361561,-0.222780,-0.013090,24.361562,-0.222725,-0.013085,25.010877,25.068826,0.000281,25.010876,25.067735,0.000271,0.000147,nan,nan,0.000003,0.000001,0.000055,0.000005,24.361562,27.961562,3.596778,0.269811,0.013085,27.961562,0.000000,39.421946,0.142044,1.641433,40.582387,3.600000
1060,0.010000,0.000000,0.000000,0.000000,0.000000,-0.011661,0.001321,24.361562,-0.222725,-0.011764,24.361562,-0.222688,-0.011760,25.010976,25.067835,0.000281,25.010976,25.066822,0.000271,0.000103,nan,nan,0.000001,0.000000,0.000037,0.000004,24.361562,27.961562,3.597132,0.265010,0.011760,27.961562,0.000000,39.064192,0.137451,1.597591,40.171584,3.600000
1070,0.010000,1.059290,0.945653,1.002471,-0.007783,-0.010264,0.001534,25.363964,-0.234478,-0.010226,25.363964,-0.234492,-0.010228,25.011077,25.072659,0.000281,25.011077,25.071519,0.000271,-0.000038,nan,nan,0.000000,-0.000000,-0.000014,-0.000001,25.361562,28.961562,3.595012,0.271275,0.010228,28.961562,0.000000,38.279422,0.136587,1.602505,39.413634,3.600000
1080,0.010000,0.000000,0.000000,0.000000,0.000000,-0.008735,0.001475,25.363964,-0.234492,-0.008752,25.363964,-0.234486,-0.008752,25.011177,25.071619,0.000281,25.011177,25.070558,0.000271,0.000017,nan,nan,0.000000,0.000000,0.000006,0.000001,25.363964,28.963964,3.597810,0.265983,0.008752,28.963964,0.000000,37.869779,0.131531,1.554430,38.946813,3.600000
1090,0.010000,0.925995,0.971519,0.948757,0.003118,-0.007211,0.001598,26.312684,-0.242789,-0.007154,26.312684,-0.242811,-0.007156,25.011277,25.076192,0.000281,25.011277,25.075015,0.000271,-0.000057,nan,nan,0.000000,-0.000000,-0.000022,-0.000002,26.312684,29.912684,3.598170,0.268566,0.007156,29.912684,0.000000,37.196154,0.129196,1.541606,38.272826,3.600000
1100,0.010000,0.000000,0.000000,0.000000,0.000000,-0.005688,0.001587,26.312684,-0.242811,-0.005569,26.312684,-0.242855,-0.005573,25.011377,25.075115,0.000281,25.011377,25.074021,0.000271,-0.000120,nan,nan,0.000002,-0.000001,-0.000045,-0.000004,26.312684,29.912684,3.598591,0.262914,0.005573,29.912684,0.000000,36.836724,0.124136,1.494581,37.857356,3.600000
1110,0.010000,0.891162,0.944101,0.917632,0.003626,-0.004188,0.001396,27.230301,-0.247969,-0.004177,27.230301,-0.247973,-0.004178,25.011477,25.079546,0.000281,25.011477,25.078342,0.000271,-0.000011,nan,nan,0.000000,-0.000000,-0.000004,-0.000000,27.230301,30.830301,3.598933,0.263011,0.004178,30.830301,0.000000,36.135940,0.120761,1.466689,37.136984,3.600000
1120,0.010000,0.000000,0.000000,0.000000,0.000000,-0.002784,0.001380,27.230301,-0.247973,-0.002798,27.230301,-0.247968,-0.002798,25.011577,25.078442,0.000281,25.011577,25.077323,0.000271,0.000014,nan,nan,0.000000,0.000000,0.000005,0.000001,27.230301,30.830301,3.599292,0.258039,0.002798,30.830301,0.000000,35.768357,0.116240,1.424323,36.721513,3.600000
1130,0.010000,0.888231,0.900302,0.894266,0.000827,-0.001283,0.001454,28.124564,-0.250470,-0.001343,28.124564,-0.250446,-0.001341,25.011677,25.082762,0.000281,25.011677,25.081538,0.000271,0.000061,nan,nan,0.000000,0.000000,0.000024,0.000002,28.124564,31.724564,3.599661,0.255275,0.001341,31.724564,0.000000,35.081017,0.111659,1.381989,35.995556,3.600000
1140,0.010000,0.000000,0.000000,0.000000,0.000000,0.000366,0.001603,28.124564,-0.250446,0.000262,28.124564,-0.250406,0.000266,25.011777,25.081638,0.000281,25.011777,25.080499,0.000271,0.000104,nan,nan,0.000001,0.000000,0.000040,0.000004,28.124564,31.724564,3.600066,0.249450,-0.000266,31.724564,0.000000,34.665892,0.106540,1.334477,35.528735,3.600000
1150,0.010000,0.889610,0.956344,0.922977,0.004571,0.001963,0.001566,29.047542,-0.250161,0.001832,29.047542,-0.250109,0.001836,25.011877,25.086163,0.000281,25.011877,25.084912,0.000271,0.000131,nan,nan,0.000002,0.000001,0.000052,0.000005,29.047542,32.647542,3.600453,0.243498,-0.001836,32.647542,0.000000,33.972260,0.100620,1.276570,34.778174,3.600000
1160,0.010000,0.000000,0.000000,0.000000,0.000000,0.003470,0.001486,29.047542,-0.250109,0.003322,29.047543,-0.250052,0.003328,25.011977,25.085012,0.000281,25.011977,25.083850,0.000271,0.000148,nan,nan,0.000003,0.000001,0.000057,0.000005,29.047543,32.647543,3.600812,0.238071,-0.003328,32.647543,0.000000,33.550050,0.095880,1.232609,34.311353,3.600000
1170,0.010000,0.838051,0.910820,0.874436,0.004984,0.005088,0.001667,29.921974,-0.247143,0.004995,29.921974,-0.247105,0.004998,25.012077,25.089262,0.000281,25.012076,25.087998,0.000271,0.000093,nan,nan,0.000001,0.000000,0.000037,0.000003,29.921974,33.521974,3.601190,0.229109,-0.004998,33.521974,0.000000,32.891971,0.088937,1.162939,33.584093,3.600000
1180,0.010000,0.000000,0.000000,0.000000,0.000000,0.006806,0.001742,29.921974,-0.247105,0.006740,29.921974,-0.247080,0.006742,25.012176,25.088098,0.000281,25.012176,25.086923,0.000271,0.000066,nan,nan,0.000001,0.000000,0.000026,0.000002,29.921974,33.521974,3.601584,0.222802,-0.006742,33.521974,0.000000,32.469831,0.083784,1.116411,33.117272,3.600000
1190,0.010000,0.874608,0.912372,0.893490,0.002587,0.008592,0.001832,30.815444,-0.241056,0.008575,30.815444,-0.241049,0.008575,25.012276,25.092484,0.000281,25.012276,25.091203,0.000271,0.000017,nan,nan,0.000000,0.000000,0.000007,0.000001,30.815444,34.415444,3.601935,0.210170,-0.008575,34.415444,0.000000,31.753104,0.075358,1.029867,32.318411,3.600000
1200,0.010000,0.000000,0.000000,0.000000,0.000000,0.010525,0.001965,30.815444,-0.241049,0.010541,30.815444,-0.241055,0.010540,25.012376,25.091303,0.000281,25.012376,25.090112,0.000271,-0.000015,nan,nan,0.000000,-0.000000,-0.000006,-0.000001,30.815444,34.415444,3.602341,0.203098,-0.010540,34.415444,0.000000,31.378828,0.070036,0.983482,31.902940,3.600000
1210,0.010000,0.910820,0.859434,0.885127,-0.003520,0.012563,0.002099,31.700522,-0.231726,0.012639,31.700522,-0.231756,0.012636,25.012476,25.095655,0.000281,25.012475,25.094360,0.000271,-0.000076,nan,nan,0.000001,-0.000000,-0.000031,-0.000003,31.700522,35.300522,3.602641,0.186249,-0.012636,35.300522,0.000000,30.580412,0.059954,0.878948,31.013643,3.600000
1220,0.010000,0.000000,0.000000,0.000000,0.000000,0.014597,0.001981,31.700522,-0.231756,0.014618,31.700522,-0.231765,0.014617,25.012575,25.094460,0.000281,25.012575,25.093255,0.000271,-0.000021,nan,nan,0.000000,-0.000000,-0.000008,-0.000001,31.700522,35.300522,3.603003,0.179121,-0.014617,35.300522,0.000000,30.198844,0.054795,0.834762,30.598172,3.600000
1230,0.010000,0.813737,0.812358,0.813048,-0.000094,0.016311,0.001625,32.513483,-0.219881,0.016241,32.513483,-0.219853,0.016244,25.012675,25.098365,0.000281,25.012675,25.097073,0.000271,0.000070,nan,nan,0.000001,0.000000,0.000028,0.000002,32.513483,36.113483,3.603096,0.161348,-0.016244,36.113483,0.000000,12.335784,0.011252,0.307154,29.764727,3.600000
1240,0.010000,0.000000,0.000000,0.000000,0.000000,0.017638,0.001246,32.513483,-0.219853,0.017490,32.513483,-0.219795,0.017496,25.012775,25.097173,0.000281,25.012775,25.095971,0.000271,0.000148,nan,nan,0.000003,0.000000,0.000058,0.000005,32.513483,36.113483,3.603294,0.156780,-0.017496,36.113483,0.000000,12.335782,0.009530,0.298458,29.297906,3.600000
1250,0.010000,0.725966,0.786492,0.756229,0.004146,0.018813,0.001193,33.269596,-0.206565,0.018689,33.269597,-0.206515,0.018693,25.012875,25.100714,0.000281,25.012875,25.099437,0.000271,0.000124,nan,nan,0.000002,0.000000,0.000050,0.000004,33.269597,36.869597,3.603231,0.139188,-0.018693,36.869597,0.000000,11.352699,0.004180,0.243851,28.554075,3.600000
1260,0.010000,0.000000,0.000000,0.000000,0.000000,0.020040,0.001230,33.269597,-0.206515,0.019923,33.269597,-0.206469,0.019928,25.012975,25.099537,0.000281,25.012975,25.098349,0.000271,0.000117,nan,nan,0.000002,0.000000,0.000045,0.000004,33.269597,36.869597,3.603399,0.134693,-0.019928,36.869597,0.000000,11.352698,0.002538,0.235978,28.087254,3.600000
1270,0.010000,0.677511,0.741141,0.709326,0.004358,0.021231,0.001198,33.978782,-0.192335,0.021126,33.978782,-0.192293,0.021130,25.013074,25.102770,0.000281,25.013074,25.101517,0.000271,0.000105,nan,nan,0.000001,0.000000,0.000042,0.000004,33.978782,37.578782,3.603259,0.116189,-0.021130,37.578782,0.000000,10.430580,-0.002365,0.187024,27.369871,3.600000
1280,0.010000,0.000000,0.000000,0.000000,0.000000,0.022611,0.001438,33.978782,-0.192293,0.022568,33.978782,-0.192277,0.022570,25.013174,25.101617,0.000281,25.013174,25.100451,0.000271,0.000043,nan,nan,0.000000,0.000000,0.000017,0.000002,33.978782,37.578782,3.603422,0.110984,-0.022570,37.578782,0.000000,10.430579,-0.004215,0.178647,26.954400,3.600000
