t_ms,dt,left_delta,right_delta,ds,dtheta_enc,imu_theta,imu_dtheta,x_pred,y_pred,theta_pred,x_est,y_est,theta_est,Pxx_pred,Pyy_pred,Ptt_pred,Pxx_est,Pyy_est,Ptt_est,innovation_theta,innovation_x,innovation_y,NIS_theta,dx_update,dy_update,dtheta_update,s_robot,s_target,ex_r,ey_r,h_err,lookahead_x,lookahead_y,vx_cmd,omega_cmd,omega_pp,v_des,adaptive_lookahead
110,0.010000,0.000000,0.000000,0.000000,0.000000,1.437279,-0.000410,39.294195,0.103910,1.437332,39.294195,0.103910,1.437330,25.041568,25.125605,0.000281,25.041568,25.125605,0.000271,-0.000053,nan,nan,0.000000,-0.000000,0.000000,-0.000002,0.000000,3.600000,3.596156,-0.166348,-0.046219,39.937605,3.645948,3.339179,-0.044757,-0.085720,3.389121,3.600000
120,0.010000,0.000000,0.000000,0.000000,0.000000,1.437080,-0.000128,39.294195,0.103910,1.437203,39.294195,0.103910,1.437198,25.041668,25.125705,0.000281,25.041668,25.125705,0.000271,-0.000123,nan,nan,0.000002,-0.000000,0.000000,-0.000004,0.000000,3.600000,3.596178,-0.165872,-0.046087,39.937605,3.645948,3.937436,-0.045854,-0.100789,3.995988,3.600000
130,0.010000,0.000000,0.000000,0.000000,0.000000,1.437153,0.000154,39.294195,0.103910,1.437353,39.294195,0.103910,1.437345,25.041768,25.125805,0.000281,25.041768,25.125805,0.000271,-0.000200,nan,nan,0.000005,-0.000000,0.000000,-0.000007,0.000000,3.600000,3.596153,-0.166402,-0.046234,39.937605,3.645948,4.534984,-0.047228,-0.116456,4.602855,3.600000
140,0.010000,0.000000,0.000000,0.000000,0.000000,1.437392,0.000261,39.294195,0.103910,1.437606,39.294195,0.103910,1.437599,25.041868,25.125905,0.000281,25.041868,25.125905,0.000271,-0.000214,nan,nan,0.000006,-0.000000,0.000000,-0.000008,0.000000,3.600000,3.596111,-0.167314,-0.046487,39.937605,3.645948,5.132069,-0.048720,-0.132510,5.209723,3.600000
150,0.010000,0.000000,0.003104,0.001552,0.000213,1.437655,0.000245,39.294401,0.105448,1.437844,39.294401,0.105448,1.437837,25.041968,25.126005,0.000281,25.041968,25.126005,0.000271,-0.000189,nan,nan,0.000005,-0.000000,-0.000000,-0.000007,0.001549,3.601549,3.596067,-0.168242,-0.046726,39.937881,3.647472,5.728956,-0.050214,-0.148743,5.816590,3.600000
160,0.010000,0.000000,0.000000,0.000000,0.000000,1.437871,0.000218,39.294401,0.105448,1.438056,39.294401,0.105448,1.438049,25.042068,25.126105,0.000281,25.042068,25.126105,0.000271,-0.000185,nan,nan,0.000004,-0.000000,-0.000000,-0.000007,0.001549,3.601549,3.596031,-0.169004,-0.046938,39.937881,3.647472,6.325813,-0.051687,-0.164983,6.423457,3.600000
170,0.010000,0.000000,0.000000,0.000000,0.000000,1.437985,0.000064,39.294401,0.105448,1.438113,39.294401,0.105448,1.438108,25.042168,25.126205,0.000281,25.042168,25.126205,0.000271,-0.000128,nan,nan,0.000002,-0.000000,-0.000000,-0.000005,0.001549,3.601549,3.596021,-0.169218,-0.046997,39.937881,3.647472,6.923188,-0.053001,-0.180791,7.030325,3.600000
180,0.010000,-0.002931,0.000000,-0.001466,0.000201,1.437842,-0.000218,39.294207,0.103995,1.437890,39.294207,0.103995,1.437888,25.042268,25.126305,0.000281,25.042268,25.126305,0.000271,-0.000047,nan,nan,0.000000,-0.000000,0.000000,-0.000002,0.001549,3.601549,3.597524,-0.168426,-0.046777,39.937881,3.647472,7.521881,-0.053997,-0.195506,7.637192,3.600000
190,0.010000,0.000000,0.000000,0.000000,0.000000,1.437521,-0.000330,39.294207,0.103995,1.437558,39.294207,0.103995,1.437557,25.042368,25.126405,0.000281,25.042368,25.126405,0.000271,-0.000037,nan,nan,0.000000,-0.000000,0.000000,-0.000001,0.001549,3.601549,3.597579,-0.167233,-0.046445,39.937881,3.647472,8.121321,-0.054852,-0.209592,8.244059,3.600000
200,0.010000,0.001552,0.000000,0.000776,-0.000106,1.437163,-0.000384,39.294310,0.104764,1.437173,39.294310,0.104764,1.437173,25.042468,25.126505,0.000281,25.042468,25.126505,0.000271,-0.000010,nan,nan,0.000000,-0.000000,-0.000000,-0.000000,0.001549,3.601549,3.596867,-0.165852,-0.046061,39.937881,3.647472,8.721295,-0.055628,-0.223217,8.850927,3.600000
210,0.010000,0.000000,0.001380,0.000690,0.000094,1.436770,-0.000362,39.294402,0.105448,1.436811,39.294402,0.105448,1.436809,25.042568,25.126605,0.000281,25.042568,25.126605,0.000271,-0.000040,nan,nan,0.000000,-0.000000,-0.000000,-0.000001,0.001549,3.601549,3.596238,-0.164545,-0.045698,39.937881,3.647472,9.321425,-0.056408,-0.236696,9.457794,3.600000
220,0.010000,0.000000,0.000000,0.000000,0.000000,1.436606,-0.000080,39.294402,0.105448,1.436729,39.294402,0.105448,1.436725,25.042668,25.126705,0.000281,25.042668,25.126705,0.000271,-0.000123,nan,nan,0.000002,-0.000000,-0.000000,-0.000004,0.001549,3.601549,3.596251,-0.164242,-0.045613,39.937881,3.647472,9.920071,-0.057518,-0.251433,10.064661,3.600000
230,0.010000,0.000000,0.006208,0.003104,0.000425,1.436569,-0.000080,39.294817,0.108524,1.436645,39.294817,0.108524,1.436642,25.042768,25.126805,0.000281,25.042768,25.126805,0.000271,-0.000076,nan,nan,0.000001,-0.000000,-0.000000,-0.000003,0.004650,3.604650,3.596259,-0.164086,-0.045531,39.938436,3.650523,10.518574,-0.058643,-0.266350,10.671529,3.600000
240,0.010000,0.000000,0.000000,0.000000,0.000000,1.436381,-0.000186,39.294817,0.108524,1.436456,39.294817,0.108524,1.436453,25.042868,25.126905,0.000281,25.042868,25.126905,0.000271,-0.000075,nan,nan,0.000001,-0.000000,-0.000000,-0.000003,0.004650,3.604650,3.596290,-0.163406,-0.045342,39.938436,3.650523,11.118066,-0.059609,-0.280364,11.278396,3.600000
250,0.010000,0.000000,0.021210,0.010605,0.001453,1.436310,-0.000043,39.296238,0.119033,1.436411,39.296238,0.119033,1.436407,25.042968,25.127005,0.000281,25.042968,25.127005,0.000271,-0.000101,nan,nan,0.000001,0.000000,-0.000000,-0.000004,0.015244,3.615244,3.596275,-0.163720,-0.045296,39.940329,3.660946,11.715918,-0.060823,-0.296007,11.885264,3.600000
260,0.010000,0.018106,0.000000,0.009053,-0.001240,1.436346,0.000048,39.297451,0.128005,1.436455,39.297451,0.128005,1.436451,25.043068,25.127105,0.000281,25.043068,25.127105,0.000271,-0.000108,nan,nan,0.000001,0.000000,-0.000000,-0.000004,0.024288,3.624288,3.596250,-0.164288,-0.045340,39.941945,3.669844,12.313143,-0.062153,-0.312176,12.492131,3.600000
270,0.010000,0.000000,0.037764,0.018882,0.002587,1.436372,-0.000000,39.299980,0.146717,1.436451,39.299980,0.146717,1.436448,25.043169,25.127205,0.000281,25.043168,25.127205,0.000271,-0.000079,nan,nan,0.000001,0.000000,-0.000000,-0.000003,0.043150,3.643150,3.596211,-0.165133,-0.045337,39.945316,3.688403,12.909899,-0.063495,-0.328988,13.098998,3.600000
280,0.010000,0.050007,0.000000,0.025004,-0.003425,1.436309,-0.000059,39.303329,0.171495,1.436390,39.303329,0.171495,1.436387,25.043269,25.127305,0.000281,25.043269,25.127305,0.000271,-0.000080,nan,nan,0.000001,0.000000,-0.000000,-0.000003,0.068128,3.668128,3.596170,-0.166043,-0.045275,39.949780,3.712979,13.506528,-0.064813,-0.346091,13.705866,3.600000
290,0.010000,0.000000,0.066734,0.033367,0.004571,1.436258,-0.000043,39.307801,0.204561,1.436344,39.307801,0.204561,1.436341,25.043370,25.127405,0.000281,25.043370,25.127405,0.000271,-0.000087,nan,nan,0.000001,0.000000,-0.000000,-0.000003,0.101461,3.701461,3.596109,-0.167387,-0.045230,39.955738,3.745775,14.102173,-0.066231,-0.364279,14.312733,3.600000
300,0.010000,0.075873,0.000000,0.037936,-0.005197,1.436247,-0.000000,39.312886,0.242155,1.436341,39.312887,0.242155,1.436338,25.043473,25.127505,0.000281,25.043472,25.127505,0.000271,-0.000094,nan,nan,0.000001,0.000000,-0.000000,-0.000003,0.139359,3.739359,3.596032,-0.169089,-0.045226,39.962511,3.783063,14.696793,-0.067765,-0.383497,14.919600,3.600000
310,0.010000,0.000000,0.095531,0.047765,0.006543,1.436143,-0.000112,39.319290,0.289489,1.436226,39.319290,0.289489,1.436223,25.043576,25.127605,0.000281,25.043576,25.127605,0.000271,-0.000083,nan,nan,0.000001,0.000000,-0.000000,-0.000003,0.187075,3.787075,3.595954,-0.170833,-0.045112,39.971039,3.830011,15.291297,-0.069241,-0.403125,15.526468,3.600000
320,0.010000,0.110533,0.000000,0.055267,-0.007571,1.435991,-0.000138,39.326705,0.344256,1.436084,39.326706,0.344256,1.436081,25.043681,25.127705,0.000281,25.043681,25.127705,0.000271,-0.000094,nan,nan,0.000001,0.000001,-0.000000,-0.000003,0.242286,3.842286,3.595867,-0.172812,-0.044970,39.980906,3.884333,15.885065,-0.070766,-0.423630,16.133335,3.600000
330,0.010000,0.000000,0.137951,0.068975,0.009449,1.436009,0.000053,39.335970,0.412606,1.436134,39.335971,0.412606,1.436130,25.043790,25.127806,0.000281,25.043789,25.127805,0.000271,-0.000126,nan,nan,0.000002,0.000001,-0.000000,-0.000004,0.311191,3.911191,3.595719,-0.176083,-0.045018,39.993221,3.952129,16.475030,-0.072730,-0.447682,16.740202,3.600000
340,0.010000,0.151573,0.000000,0.075787,-0.010382,1.435992,-0.000000,39.346146,0.487707,1.436130,39.346148,0.487706,1.436125,25.043902,25.127906,0.000281,25.043901,25.127906,0.000271,-0.000138,nan,nan,0.000002,0.000002,-0.000000,-0.000005,0.386901,3.986901,3.595566,-0.179471,-0.045014,40.006751,4.026620,17.064177,-0.074720,-0.472613,17.347070,3.600000
350,0.010000,0.000000,0.160540,0.080270,0.010996,1.435999,-0.000000,39.356925,0.567250,1.436125,39.356927,0.567250,1.436121,25.044017,25.128006,0.000281,25.044015,25.128006,0.000271,-0.000126,nan,nan,0.000002,0.000002,-0.000000,-0.000004,0.467090,4.067090,3.595405,-0.183062,-0.045009,40.021083,4.105518,17.652086,-0.076802,-0.498676,17.953937,3.600000
360,0.010000,0.169680,0.000000,0.084840,-0.011622,1.436125,0.000181,39.368318,0.651321,1.436302,39.368321,0.651321,1.436295,25.044135,25.128106,0.000281,25.044133,25.128106,0.000271,-0.000177,nan,nan,0.000004,0.000003,-0.000000,-0.000006,0.551844,4.151844,3.595200,-0.187501,-0.045184,40.036230,4.188907,18.236395,-0.079265,-0.527676,18.560804,3.600000
370,0.010000,0.000000,0.207616,0.103808,0.014220,1.436240,0.000048,39.382241,0.754191,1.436343,39.382243,0.754191,1.436340,25.044261,25.128207,0.000281,25.044258,25.128207,0.000271,-0.000103,nan,nan,0.000001,0.000002,-0.000000,-0.000004,0.655546,4.255546,3.594980,-0.192342,-0.045228,40.054764,4.290940,18.818869,-0.081774,-0.558589,19.167672,3.600000
380,0.010000,0.241069,0.000000,0.120535,-0.016512,1.436162,-0.000096,39.398401,0.873637,1.436244,39.398403,0.873637,1.436241,25.044398,25.128307,0.000281,25.044393,25.128307,0.000271,-0.000082,nan,nan,0.000001,0.000002,-0.000000,-0.000003,0.775958,4.375958,3.594753,-0.197429,-0.045129,40.076283,4.409413,19.399842,-0.084291,-0.591064,19.774539,3.600000
390,0.010000,0.000000,0.278833,0.139417,0.019098,1.435972,-0.000192,39.417106,1.011794,1.436049,39.417108,1.011793,1.436046,25.044547,25.128408,0.000281,25.044541,25.128408,0.000271,-0.000077,nan,nan,0.000001,0.000002,-0.000000,-0.000003,0.915232,4.515232,3.594509,-0.203011,-0.044935,40.101175,4.546445,19.978250,-0.086918,-0.625896,20.381406,3.600000
400,0.010000,0.292456,0.000000,0.146228,-0.020031,1.435668,-0.000341,39.436753,1.156696,1.435705,39.436754,1.156695,1.435704,25.044706,25.128509,0.000281,25.044698,25.128509,0.000271,-0.000037,nan,nan,0.000000,0.000001,-0.000000,-0.000001,1.061313,4.661313,3.594286,-0.208342,-0.044593,40.127282,4.690173,20.556505,-0.089440,-0.660923,20.988274,3.600000
410,0.010000,0.000000,0.298664,0.149332,0.020456,1.435337,-0.000314,39.456866,1.304667,1.435390,39.456868,1.304666,1.435388,25.044873,25.128611,0.000281,25.044864,25.128611,0.000271,-0.000052,nan,nan,0.000000,0.000002,-0.000000,-0.000002,1.210496,4.810496,3.594057,-0.213854,-0.044277,40.153944,4.836955,21.132617,-0.092101,-0.697423,21.595141,3.600000
420,0.010000,0.333496,0.000000,0.166748,-0.022842,1.435101,-0.000202,39.479378,1.469888,1.435186,39.479381,1.469888,1.435183,25.045058,25.128712,0.000281,25.045046,25.128712,0.000271,-0.000085,nan,nan,0.000001,0.000003,-0.000000,-0.000003,1.377081,4.977081,3.593776,-0.220486,-0.044071,40.183716,5.000858,21.702638,-0.095214,-0.738445,22.202008,3.600000
430,0.010000,0.000000,0.325909,0.162954,0.022323,1.434875,-0.000256,39.501413,1.631346,1.434927,39.501415,1.631346,1.434925,25.045250,25.128814,0.000281,25.045235,25.128814,0.000271,-0.000052,nan,nan,0.000000,0.000002,-0.000000,-0.000002,1.539877,5.139877,3.593518,-0.226731,-0.043814,40.212811,5.161033,22.272355,-0.098271,-0.779294,22.808876,3.600000
440,0.010000,0.362121,0.000000,0.181060,-0.024803,1.434587,-0.000288,39.525940,1.810737,1.434637,39.525942,1.810737,1.434636,25.045462,25.128916,0.000281,25.045444,25.128916,0.000271,-0.000050,nan,nan,0.000000,0.000002,-0.000000,-0.000002,1.720764,5.320764,3.593238,-0.233611,-0.043524,40.245139,5.339008,22.837633,-0.101556,-0.823321,23.415743,3.600000
450,0.010000,0.000000,0.377296,0.188648,0.025842,1.434312,-0.000256,39.551550,1.997639,1.434380,39.551553,1.997638,1.434378,25.045689,25.129018,0.000281,25.045667,25.129018,0.000271,-0.000068,nan,nan,0.000001,0.000004,-0.000000,-0.000002,1.909233,5.509233,3.592944,-0.240880,-0.043266,40.278822,5.524442,23.398865,-0.105062,-0.869804,24.022610,3.600000
460,0.010000,0.410749,0.000000,0.205374,-0.028133,1.433960,-0.000373,39.579483,2.201104,1.434005,39.579486,2.201104,1.434003,25.045942,25.129121,0.000281,25.045915,25.129121,0.000271,-0.000045,nan,nan,0.000000,0.000003,-0.000000,-0.000002,2.114416,5.714416,3.592653,-0.248407,-0.042892,40.315492,5.726321,23.956873,-0.108641,-0.918374,24.629478,3.600000
470,0.010000,0.000000,0.428855,0.214427,0.029374,1.433583,-0.000362,39.608727,2.413528,1.433641,39.608730,2.413528,1.433639,25.046214,25.129225,0.000281,25.046183,25.129224,0.000271,-0.000058,nan,nan,0.000000,0.000004,-0.000000,-0.000002,2.328646,5.928646,3.592352,-0.256281,-0.042527,40.353779,5.937102,24.510517,-0.112423,-0.969379,25.236345,3.600000
480,0.010000,0.400230,0.000000,0.200115,-0.027413,1.433138,-0.000421,39.636092,2.611763,1.433218,39.636097,2.611763,1.433215,25.046483,25.129328,0.000281,25.046447,25.129327,0.000271,-0.000080,nan,nan,0.000001,0.000005,-0.000001,-0.000003,2.528580,6.128580,3.592103,-0.263254,-0.042104,40.389511,6.133818,25.066152,-0.115991,-1.018327,25.843212,3.600000
490,0.010000,0.000000,0.442650,0.221325,0.030318,1.432606,-0.000559,39.666451,2.830996,1.432656,39.666455,2.830996,1.432654,25.046786,25.129432,0.000281,25.046744,25.129431,0.000271,-0.000050,nan,nan,0.000000,0.000004,-0.000000,-0.000002,2.749709,6.349709,3.591863,-0.270543,-0.041543,40.429031,6.351386,25.618139,-0.119630,-1.069567,26.450080,3.600000
500,0.010000,0.460583,0.000000,0.230292,-0.031547,1.432171,-0.000368,39.698167,3.059093,1.432287,39.698176,3.059092,1.432282,25.047110,25.129536,0.000281,25.047062,25.129535,0.000271,-0.000115,nan,nan,0.000002,0.000009,-0.000001,-0.000004,2.979802,6.579802,3.591570,-0.278755,-0.041171,40.470153,6.577775,26.161502,-0.123793,-1.125407,27.056947,3.600000
510,0.010000,0.000000,0.454548,0.227274,0.031133,1.431904,-0.000293,39.729556,3.284189,1.431990,39.729563,3.284188,1.431986,25.047443,25.129640,0.000281,25.047389,25.129639,0.000271,-0.000086,nan,nan,0.000001,0.000007,-0.000001,-0.000003,3.206884,6.806884,3.591271,-0.287031,-0.040875,40.510737,6.801201,26.700946,-0.128135,-1.182716,27.663814,3.600000
520,0.010000,0.523006,0.000000,0.261503,-0.035822,1.431532,-0.000421,39.765746,3.543176,1.431566,39.765749,3.543176,1.431564,25.047833,25.129746,0.000281,25.047771,25.129745,0.000271,-0.000034,nan,nan,0.000000,0.000003,-0.000000,-0.000001,3.468169,7.068169,3.590959,-0.296190,-0.040453,40.557434,7.058279,27.232044,-0.132750,-1.244730,28.270682,3.600000
530,0.010000,0.000000,0.466791,0.233396,0.031972,1.431128,-0.000399,39.798140,3.774313,1.431165,39.798143,3.774312,1.431164,25.048198,25.129851,0.000281,25.048129,25.129850,0.000271,-0.000037,nan,nan,0.000000,0.000003,-0.000000,-0.000001,3.701373,7.301373,3.590700,-0.304178,-0.040052,40.599112,7.287729,27.766763,-0.137115,-1.303402,28.877549,3.600000
540,0.010000,0.521282,0.000000,0.260641,-0.035704,1.430743,-0.000304,39.834419,4.032416,1.430860,39.834431,4.032415,1.430856,25.048614,25.129957,0.000281,25.048537,25.129956,0.000271,-0.000117,nan,nan,0.000002,0.000012,-0.000002,-0.000004,3.961806,7.561806,3.590379,-0.313490,-0.039744,40.645657,7.543969,28.288780,-0.142075,-1.368556,29.484416,3.600000
550,0.010000,0.000000,0.553355,0.276678,0.037901,1.430312,-0.000426,39.873023,4.306388,1.430430,39.873035,4.306386,1.430426,25.049070,25.130064,0.000281,25.048983,25.130063,0.000271,-0.000118,nan,nan,0.000002,0.000012,-0.000002,-0.000004,4.238265,7.838265,3.590082,-0.322917,-0.039314,40.695065,7.815977,28.806284,-0.147078,-1.435500,30.091284,3.600000
560,0.010000,0.572841,0.000000,0.286420,-0.039236,1.430072,-0.000213,39.913108,4.589989,1.430213,39.913124,4.589987,1.430208,25.049558,25.130172,0.000281,25.049460,25.130170,0.000271,-0.000140,nan,nan,0.000002,0.000016,-0.000002,-0.000005,4.524465,8.124465,3.589713,-0.333367,-0.039096,40.746215,8.097569,29.310948,-0.152692,-1.507919,30.698151,3.600000
570,0.010000,0.000000,0.554562,0.277281,0.037984,1.429891,-0.000245,39.951978,4.864532,1.429962,39.951987,4.864531,1.429960,25.050044,25.130279,0.000281,25.049937,25.130277,0.000271,-0.000072,nan,nan,0.000001,0.000008,-0.000001,-0.000003,4.801535,8.401535,3.589375,-0.343300,-0.038848,40.795733,8.370178,29.591932,-0.157274,-1.567733,31.071131,3.600000
580,0.010000,0.579049,0.000000,0.289524,-0.039661,1.429645,-0.000394,39.992628,5.151189,1.429566,39.992618,5.151190,1.429569,25.050567,25.130388,0.000281,25.050449,25.130386,0.000271,0.000079,nan,nan,0.000001,-0.000010,0.000001,0.000003,5.090840,8.690840,3.589076,-0.353141,-0.038457,40.847437,8.654826,29.100844,-0.158408,-1.585913,30.633832,3.600000
590,0.010000,0.000000,0.550251,0.275126,0.037688,1.429188,-0.000506,40.031344,5.423577,1.429063,40.031328,5.423579,1.429067,25.051076,25.130496,0.000281,25.050948,25.130493,0.000271,0.000126,nan,nan,0.000002,-0.000016,0.000002,0.000004,5.365762,8.965762,3.588851,-0.361928,-0.037956,40.896571,8.925321,12.709686,-0.087914,-0.709875,30.212450,3.600000
600,0.010000,0.569737,0.000000,0.284868,-0.039023,1.428535,-0.000623,40.071567,5.705591,1.428444,40.071555,5.705593,1.428447,25.051615,25.130605,0.000281,25.051477,25.130602,0.000271,0.000091,nan,nan,0.000001,-0.000012,0.000002,0.000003,5.650425,9.250425,3.588671,-0.370517,-0.037336,40.947446,9.205401,12.340068,-0.087062,-0.705587,29.769896,3.600000
610,0.010000,0.000000,0.563702,0.281851,0.038610,1.427644,-0.000874,40.111541,5.984593,1.427574,40.111532,5.984594,1.427576,25.052159,25.130714,0.000281,25.052011,25.130711,0.000271,0.000070,nan,nan,0.000001,-0.000010,0.000001,0.000003,5.932079,9.532079,3.588608,-0.377914,-0.036465,40.997783,9.482520,11.974394,-0.085769,-0.698348,29.325492,3.600000
620,0.010000,0.563874,0.000000,0.281937,-0.038622,1.426746,-0.001012,40.151773,6.263645,1.426564,40.151747,6.263648,1.426571,25.052714,25.130823,0.000281,25.052555,25.130820,0.000271,0.000182,nan,nan,0.000004,-0.000026,0.000004,0.000006,6.213827,9.813827,3.588621,-0.384604,-0.035459,41.048137,9.759732,11.608635,-0.084197,-0.689001,28.874143,3.600000
630,0.010000,0.000000,0.525938,0.262969,0.036023,1.425677,-0.001017,40.189542,6.523887,1.425553,40.189524,6.523889,1.425558,25.053235,25.130932,0.000281,25.053068,25.130928,0.000271,0.000124,nan,nan,0.000002,-0.000018,0.000003,0.000004,6.476630,10.076630,3.588687,-0.390304,-0.034446,41.095105,10.018304,11.267504,-0.082539,-0.678665,28.446733,3.600000
640,0.010000,0.580428,0.000000,0.290214,-0.039755,1.424421,-0.001262,40.231527,6.811048,1.424295,40.231508,6.811050,1.424300,25.053826,25.131042,0.000281,25.053648,25.131038,0.000271,0.000126,nan,nan,0.000002,-0.000019,0.000003,0.000004,6.766671,10.366671,3.588843,-0.395798,-0.033188,41.146941,10.303676,10.891057,-0.080432,-0.665225,27.967493,3.600000
650,0.010000,0.000000,0.613881,0.306941,0.042047,1.423112,-0.001390,40.276313,7.114703,1.422909,40.276281,7.114708,1.422917,25.054468,25.131153,0.000281,25.054277,25.131150,0.000271,0.000202,nan,nan,0.000005,-0.000031,0.000004,0.000007,7.073441,10.673441,3.589062,-0.401045,-0.031805,41.201767,10.605507,10.492944,-0.078033,-0.649406,27.451572,3.600000
660,0.010000,0.604742,0.000000,0.302371,-0.041421,1.421831,-0.001209,40.320833,7.413778,1.421708,40.320813,7.413781,1.421712,25.055108,25.131265,0.000281,25.054906,25.131261,0.000271,0.000123,nan,nan,0.000002,-0.000020,0.000003,0.000004,7.375658,10.975658,3.589248,-0.406352,-0.030600,41.255779,10.902858,10.100790,-0.075765,-0.633407,26.933711,3.600000
670,0.010000,0.000000,0.560770,0.280385,0.038409,1.420606,-0.001214,40.362460,7.691056,1.420497,40.362442,7.691059,1.420501,25.055702,25.131376,0.000281,25.055490,25.131371,0.000271,0.000109,nan,nan,0.000002,-0.000018,0.000003,0.000004,7.655912,11.255912,3.589484,-0.410600,-0.029390,41.305866,11.178600,9.737184,-0.073459,-0.616989,26.444492,3.600000
680,0.010000,0.569909,0.000000,0.284955,-0.039035,1.419378,-0.001284,40.405108,7.972801,1.419218,40.405081,7.972805,1.419223,25.056314,25.131487,0.000281,25.056092,25.131483,0.000271,0.000161,nan,nan,0.000003,-0.000027,0.000004,0.000006,7.940742,11.540742,3.589770,-0.414410,-0.028112,41.356770,11.458844,9.367692,-0.070979,-0.599084,25.937901,3.600000
690,0.010000,0.000000,0.566805,0.283403,0.038822,1.418195,-0.001129,40.447873,8.252958,1.418094,40.447856,8.252961,1.418098,25.056928,25.131599,0.000281,25.056696,25.131594,0.000271,0.000100,nan,nan,0.000001,-0.000017,0.000002,0.000004,8.224032,11.824032,3.590019,-0.418349,-0.026986,41.407400,11.737573,9.000253,-0.068613,-0.581057,25.424118,3.600000
700,0.010000,0.601638,0.000000,0.300819,-0.041208,1.417114,-0.001135,40.493612,8.550279,1.416963,40.493586,8.550283,1.416969,25.057596,25.131712,0.000281,25.057352,25.131706,0.000271,0.000151,nan,nan,0.000003,-0.000026,0.000004,0.000005,8.524741,12.124741,3.590278,-0.422436,-0.025857,41.461142,12.033441,8.610293,-0.066108,-0.561312,24.867234,3.600000
710,0.010000,0.000000,0.545596,0.272798,0.037370,1.415889,-0.001214,40.535384,8.819860,1.415754,40.535360,8.819863,1.415759,25.058192,25.131823,0.000281,25.057940,25.131818,0.000271,0.000134,nan,nan,0.000002,-0.000024,0.000003,0.000005,8.797446,12.397446,3.590612,-0.425168,-0.024648,41.509880,12.301756,8.256715,-0.063550,-0.541742,24.351302,3.600000
720,0.010000,0.547147,0.000000,0.273574,-0.037476,1.414689,-0.001220,40.577605,9.090156,1.414539,40.577577,9.090160,1.414545,25.058794,25.131935,0.000281,25.058534,25.131929,0.000271,0.000150,nan,nan,0.000003,-0.000027,0.000004,0.000005,9.070936,12.670936,3.590967,-0.427575,-0.023433,41.558758,12.570842,7.902193,-0.060928,-0.521417,23.822775,3.600000
730,0.010000,0.000000,0.521282,0.260641,0.035704,1.412912,-0.001971,40.618137,9.347625,1.412574,40.618075,9.347634,1.412586,25.059363,25.132046,0.000281,25.059096,25.132040,0.000271,0.000338,nan,nan,0.000015,-0.000062,0.000009,0.000012,9.331503,12.931503,3.591666,-0.426709,-0.021474,41.605327,12.827214,7.564498,-0.057459,-0.498123,23.308192,3.600000
740,0.010000,0.481966,0.000000,0.240983,-0.033011,1.410699,-0.002333,40.656042,9.585607,1.410253,40.655960,9.585620,1.410269,25.059877,25.132156,0.000281,25.059606,25.132150,0.000271,0.000446,nan,nan,0.000025,-0.000083,0.000012,0.000016,9.572428,13.172428,3.592544,-0.423642,-0.019157,41.648384,13.064260,7.252318,-0.053640,-0.474134,22.822170,3.600000
750,0.010000,0.000000,0.412301,0.206150,0.028240,1.408030,-0.002775,40.688911,9.789119,1.407494,40.688811,9.789134,1.407513,25.060291,25.132264,0.000281,25.060018,25.132258,0.000271,0.000537,nan,nan,0.000037,-0.000100,0.000015,0.000019,9.778537,13.378537,3.593631,-0.417789,-0.016401,41.685220,13.267050,6.985289,-0.049478,-0.450367,22.398076,3.600000
760,0.010000,0.437994,0.000000,0.218997,-0.030000,1.405446,-0.002466,40.724411,10.005218,1.405047,40.724336,10.005229,1.405061,25.060742,25.132374,0.000281,25.060467,25.132368,0.000271,0.000399,nan,nan,0.000020,-0.000075,0.000011,0.000014,9.997502,13.597502,3.594594,-0.412643,-0.013949,41.724353,13.482490,6.701630,-0.045579,-0.426757,21.938592,3.600000
770,0.010000,0.000000,0.377296,0.188648,0.025842,1.403438,-0.001870,40.755459,10.191292,1.403191,40.755413,10.191299,1.403200,25.061105,25.132481,0.000281,25.060830,25.132475,0.000271,0.000247,nan,nan,0.000008,-0.000046,0.000007,0.000009,10.186129,13.786129,3.595323,-0.408632,-0.012088,41.758065,13.668081,6.457299,-0.042489,-0.407200,21.518453,3.600000
780,0.010000,0.283317,0.000000,0.141658,-0.019405,1.403664,0.000788,40.779043,10.330972,1.403988,40.779103,10.330963,1.403977,25.061332,25.132585,0.000281,25.061063,25.132579,0.000271,-0.000325,nan,nan,0.000013,0.000060,-0.000009,-0.000012,10.327779,13.927779,3.594983,-0.413076,-0.012865,41.783381,13.807450,6.273830,-0.042544,-0.399933,21.051632,3.600000
790,0.010000,0.000000,0.237965,0.118983,0.016299,1.405789,0.002541,40.798860,10.448294,1.406517,40.798992,10.448274,1.406491,25.061496,25.132687,0.000281,25.061235,25.132682,0.000271,-0.000728,nan,nan,0.000067,0.000133,-0.000020,-0.000026,10.446756,14.046756,3.593912,-0.423512,-0.015380,41.804644,13.924512,6.119760,-0.044609,-0.399967,20.584811,3.600000
800,0.010000,0.043972,0.000000,0.021986,-0.003012,1.409079,0.003409,40.802589,10.469964,1.409900,40.802733,10.469942,1.409871,25.061395,25.132783,0.000281,25.061150,25.132778,0.000271,-0.000821,nan,nan,0.000086,0.000145,-0.000022,-0.000029,10.468744,14.068744,3.592456,-0.435847,-0.018760,41.808574,13.946146,6.091283,-0.048159,-0.409702,20.169340,3.600000
